seqnames	start	end	width	strand	nCpG	nCpG_sig	methDiff	avg_pfrac	avg_mfrac	score	fdr	DMRStartCourt	DMREndCourt	GeneSymbolCourt	DMRStartJoshi	DMREndJoshi	GeneSymbolJoshi	closestEnsemblGene	ASEGenes	KnownImprintedGenes	pval_imp	pval_imp_cond	beta_snp	beta_po	p_snp	p_po	AF	Marker	Blastocyst	Oocyte	Sperm	delta	pval	npns	status
chr15	24159212	24160954	1743	*	11	10	0.253936948094536	0.774276756632039	0.520339808537503	13.8422381352923	0.0352783189463658	NA	NA	NA	NA	NA	NA	RP11-484P15.1	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	8.41811053508463e-32	2.45209399692364e-29	-0.00997442620193967	0.205909335027532	0.20563267818771	2.45209399692341e-29	0.45288219895288	chr15_23963451_I_0	0.118840579710145	0.163934426229508	0.951557093425606	0.153645170880315	9.99900009999e-5	62	chr15
chr15	24167361	24168324	964	*	16	8	0.125505529464133	0.830330910422343	0.704825380958211	13.0545844625943	0.0426910710191678	NA	NA	NA	NA	NA	NA	RP11-484P15.1	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	1.074345967449e-21	7.32938552428212e-20	3.98680807587489e-4	0.0911104642886172	0.951178127235804	7.32938552428196e-20	0.160190355329949	chr15_23943583_I_1	0.154285714285714	0.406976744186047	0.891975308641975	0.111413947166756	9.99900009999e-5	62	chr15
chr15	24176404	24178285	1882	*	12	11	0.112189160233592	0.812299719684495	0.700110559450903	14.2427041332579	0.0324868593927803	NA	NA	NA	NA	NA	NA	RP11-484P15.1	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	8.11120768158225e-53	9.7504764466427e-49	-0.00106759628731243	0.135001495171824	0.851028441785095	9.7504764466427e-49	0.45288219895288	chr15_23963451_I_0	0.0917431192660551	0.230769230769231	0.955056179775281	0.130328426580798	9.99900009999e-5	70	chr15
chr15	24184882	24186017	1136	*	11	7	0.13078461136432	0.759006346093203	0.628221734728883	12.9536384427896	0.0436312951536237	NA	NA	NA	NA	NA	NA	RP11-484P15.1	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	2.59233702320786e-19	2.53682510234795e-16	-0.00342918297313582	0.115950381526909	0.752081120535262	2.53682510234785e-16	0.797872340425532	chr15_23988651_I_0	0.25	0.22093023255814	0.97972972972973	0.117714103396456	9.99900009999e-5	55	chr15
chr15	24212285	24212992	708	*	8	5	0.131927282005286	0.808286352491157	0.676359070485871	14.5038679059244	0.0308764023622193	NA	NA	NA	NA	NA	NA	PWRN4	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN,SNURF	3.1924225899608e-62	9.67019436960424e-56	-0.0307241470498034	0.202120230388029	0.00448719454410291	9.67019436960328e-56	0.797872340425532	chr15_23988651_I_0	0.126760563380282	0.19047619047619	0.625	0.239764610793066	9.99900009999e-5	48	chr15
chr15	24213914	24215730	1817	*	17	11	0.145253653670564	0.841782069423336	0.696528415752772	19.1529383751369	0.0109707370462361	NA	NA	NA	NA	NA	NA	PWRN4	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN,SNURF	8.04942523531481e-55	1.24643846397905e-50	-0.00959807147630256	0.145883906004239	0.288815213482098	1.24643846397911e-50	0.797872340425532	chr15_23988651_I_0	0.132530120481928	0.165137614678899	0.919491525423729	0.132132876483291	9.99900009999e-5	62	chr15
chr15	24216402	24217107	706	*	9	9	0.110496363285076	0.821485073026595	0.710988709741518	15.4479311393217	0.0255894159889318	NA	NA	NA	NA	NA	NA	PWRN4	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN,SNURF	2.70956495268842e-21	1.31327932404835e-19	0.00805776408260784	0.0759614840431975	0.316201641391138	1.31327932404828e-19	0.797872340425532	chr15_23988651_I_0	0.145772594752187	0.158730158730159	0.926470588235294	0.0767484561530284	9.99900009999e-5	70	chr15
chr15	24221008	24222654	1647	*	14	10	0.130342772778722	0.86536186853259	0.735019095753869	14.7185120993762	0.0296459545552836	NA	NA	NA	NA	NA	NA	PWRN4	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN,SNURF	1.72518730533695e-34	7.70719346247947e-31	-0.0183247270912487	0.114761942952566	0.0221985698179058	7.70719346247892e-31	0.797872340425532	chr15_23988651_I_0	0.238219895287958	0.271317829457364	0.904761904761905	0.139241296959677	9.99900009999e-5	75	chr15
chr15	24229840	24231820	1981	*	15	9	0.156837753068663	0.832550818029803	0.67571306496114	15.9240933061086	0.0231229899808567	NA	NA	NA	NA	NA	NA	PWRN4	MKRN3,NDN,PWAR5,RP11-701H24.5,SNHG14,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNRPN,SNURF	2.26852920323332e-11	1.09019612496125e-10	0.030633454089343	0.0963280885117097	0.00498459405945026	1.0901961249613e-10	0.599770202020202	chr15_23950317_I_2	0.268382352941176	0.633802816901408	0.948424068767908	0.106174527182266	9.99900009999e-5	69	chr15
chr15	24244538	24247033	2496	*	26	19	0.104857833807702	0.859724809532757	0.754866975725055	23.1461636909835	0.00543427741730427	NA	NA	NA	NA	NA	NA	PWRN4	MKRN3,NDN,PWAR5,RP11-701H24.5,SNHG14,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNRPN,SNURF	3.23494499844522e-74	2.1182861585398e-68	-0.00518391400427327	0.0971312209670818	0.261975787598515	2.11828615853944e-68	0.797872340425532	chr15_23988651_I_0	0.25	0.273291925465839	0.936073059360731	0.0875533774518781	9.99900009999e-5	60	chr15
chr15	24249746	24251066	1321	*	12	9	0.144262377609895	0.753845077401768	0.609582699791873	19.1799212438937	0.010922774654235	NA	NA	NA	NA	NA	NA	PWRN4	MKRN3,NDN,PWAR5,RP11-701H24.5,SNHG14,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNRPN,SNURF	2.79038494305748e-76	1.63885784426122e-67	-6.35462459393132e-4	0.204525970046803	0.945253384247417	1.63885784426075e-67	0.797872340425532	chr15_23988651_I_0	0.223735408560311	0.225165562913907	0.855753646677472	0.217439542826458	9.99900009999e-5	65	chr15
chr15	24254167	24255050	884	*	7	6	0.308246511751732	0.750649843979304	0.442403332227572	14.1156394034057	0.033225849434094	NA	NA	NA	NA	NA	NA	PWRN4	MKRN3,NDN,PWAR5,RP11-701H24.5,SNHG14,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNRPN,SNURF	1.5533808418128e-33	1.79797137051433e-28	-0.00929831499131748	0.245505929079261	0.560270868434903	1.79797137051419e-28	0.76315	chr15_24059876_I_0	0.1	0	0.841772151898734	0.234753120255039	9.99900009999e-5	46	chr15
chr15	24264308	24264807	500	*	6	6	0.224868774537012	0.81843640733734	0.593567632800327	15.9578715407421	0.0229284918953302	NA	NA	NA	NA	NA	NA	PWRN4	MKRN3,NDN,PWAR5,RP11-701H24.5,SNHG14,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNRPN,SNURF	1.66210295452037e-24	2.26416265905247e-20	5.86103168401205e-4	0.175826414830259	0.965252273592174	2.26416265905242e-20	0.797872340425532	chr15_23988651_I_0	0.151315789473684	0.260869565217391	0.741116751269036	0.175577474251692	9.99900009999e-5	42	chr15
chr15	24274365	24274777	413	*	5	5	0.195539717592585	0.781526141384689	0.585986423792105	13.9924337444158	0.0340935594486763	NA	NA	NA	NA	NA	NA	PWRN4	MKRN3,NDN,PWAR5,RP11-701H24.3,RP11-701H24.5,SNHG14,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNRPN,SNURF	1.84073363576953e-36	3.38619361596562e-34	0.0251914401828326	0.210485877864664	0.0516896514997488	3.38619361596538e-34	0.76315	chr15_24059876_I_0	0.135135135135135	0.111111111111111	0.763358778625954	0.187852686081054	9.99900009999e-5	50	chr15
chr15	24295234	24296649	1416	*	12	9	0.314386110934036	0.826586098156039	0.512199987222003	12.8974944662358	0.0441493569502437	NA	NA	NA	NA	NA	NA	PWRN4	MKRN3,NDN,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.5,RP11-701H24.8,SNHG14,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD116-1,SNORD116@,SNRPN,SNURF	1.13805224263078e-14	9.70472587658123e-13	-0.00207518515215706	0.132688474634083	0.858827841868348	9.70472587658091e-13	0.76315	chr15_24059876_I_0	0.160493827160494	0.0821917808219178	0.878151260504202	0.0857454646111915	0.0052994700529947	41	chr15
chr15	24331286	24332647	1362	*	13	10	0.159279827588197	0.807393618335607	0.64811379074741	23.1536692085463	0.00541060645162392	NA	NA	NA	NA	NA	NA	PWRN2	MKRN3,NDN,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD116-1,SNORD116@,SNRPN,SNURF	9.74963423451602e-63	1.0587706770474201e-058	-0.00151933221707407	0.143013569019394	0.810378730655399	1.05877067704763e-58	0.76315	chr15_24059876_I_0	0.581267217630854	0.695652173913043	0.959232613908873	0.126684329410166	9.99900009999e-5	58	chr15
chr15	24346203	24347142	940	*	43	36	-0.265538908384193	0.217273027797664	0.482811936181856	42.6698105178558	1.88086617589807e-4	24101589	24101995	SNRPN	NA	NA	NA	PWRN2	MKRN3,NDN,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD116-1,SNORD116@,SNRPN,SNURF	6.93058258329448e-61	6.08303596747456e-58	0.0363112158572087	-0.226851050677207	0.00150607804936678	6.08303596747439e-58	0.76315	chr15_24059876_I_0	0.0117130307467057	0.0149253731343284	0.00550964187327824	-0.252393335358053	9.99900009999e-5	69	known
chr15	24357091	24358772	1682	*	16	10	0.173412076233041	0.808671050890776	0.635258974657735	17.2318088654997	0.0171324394933542	NA	NA	NA	NA	NA	NA	PWRN2	MKRN3,NDN,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD116-1,SNORD116@,SNRPN,SNURF	5.91677852269536e-33	8.09879741502132e-32	0.0277612881262239	0.203099982873625	0.0405193007012604	8.09879741502202e-32	0.238487244897959	chr15_24127863_I_2	0.472340425531915	0.983739837398374	0.961038961038961	0.197566937576159	9.99900009999e-5	56	chr15
chr15	24360656	24362316	1661	*	11	8	0.1508600570249	0.745919229157995	0.595059172133094	17.2363210719222	0.0171110503479215	NA	NA	NA	NA	NA	NA	PWRN2	MKRN3,NDN,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD116-1,SNORD116@,SNRPN,SNURF	7.79677706068102e-36	2.03712360964917e-34	-0.00230946396716413	0.166369707371866	0.828033283570961	2.03712360964917e-34	0.238487244897959	chr15_24127863_I_2	0.404580152671756	0.985294117647059	0.947552447552448	0.188806267226211	9.99900009999e-5	68	chr15
chr15	24377830	24378654	825	*	9	6	0.135009806716083	0.823827640252276	0.688817833536193	15.2539119903154	0.0266805502324383	NA	NA	NA	NA	NA	NA	PWRN2	MKRN3,NDN,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD116-1,SNORD116@,SNRPN,SNURF	8.2348913672713e-31	4.60317319787854e-30	-0.0390939067300576	0.109515733206285	1.03496686117021e-7	4.60317319787881e-30	0.181618686868687	chr15_24172871_I_3	0.424107142857143	0.957446808510638	0.951111111111111	0.0968741894043551	9.99900009999e-5	63	chr15
chr15	24401504	24402252	749	*	6	5	0.207173129626886	0.722556100933702	0.515382971306816	12.5260932998273	0.048104429156402	NA	NA	NA	NA	NA	NA	PWRN2	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD116-1,SNORD116@,SNRPN,SNURF	2.66230686339048e-29	1.08921860025366e-27	-0.0085651120816432	0.221261733682642	0.5153690245381	1.08921860025377e-27	0.238487244897959	chr15_24127863_I_2	0.325358851674641	0.666666666666667	0.847619047619048	0.182504940079511	9.99900009999e-5	42	chr15
chr15	24408281	24409026	746	*	8	6	0.157948246745998	0.756760117366381	0.598811870620383	15.3941431014064	0.0258639766191151	NA	NA	NA	NA	NA	NA	PWRN2	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD116-1,SNORD116@,SNRPN,SNURF	1.82196196441867e-25	2.01808494084691e-24	0.00342803955785479	0.161699744449658	0.828668516934938	2.01808494084692e-24	0.108414141414141	chr15_24197787_I	0.33984375	0.877551020408163	0.965635738831615	0.173072665056361	9.99900009999e-5	67	chr15
chr15	24419364	24420322	959	*	8	6	0.293038697884775	0.762723855099491	0.469685157214715	15.3112211294338	0.0263501818913598	NA	NA	NA	NA	NA	NA	PWRN2	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF	5.42597522528732e-38	2.28580904200289e-36	0.0403057131393373	0.312783676405544	0.00861961786150488	2.28580904200309e-36	0.744492424242424	chr15_24186302_I_0	0.369230769230769	0.909090909090909	0.943548387096774	0.260860835978431	9.99900009999e-5	49	chr15
chr15	24470303	24472648	2346	*	14	12	0.138041799472773	0.809967831776588	0.671926032303815	16.3100039418664	0.021242899121413	NA	NA	NA	NA	NA	NA	RP11-580I1.1	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF	6.03580918599986e-43	1.34555470466553e-40	0.0169619697714894	0.139936620195723	0.253687439893531	1.34555470466573e-40	0.0503333333333333	chr15_24200763_I_6	0.415584415584416	0.868217054263566	0.764275256222548	0.129414339837751	9.99900009999e-5	65	chr15
chr15	24484789	24486553	1765	*	18	9	0.113858541752692	0.81126416654134	0.697405624788648	14.1513422651633	0.0330266001107812	NA	NA	NA	NA	NA	NA	RP11-350A1.2,RP11-580I1.2	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF	1.82492075222159e-37	1.53812516090968e-35	-0.00390074962458123	0.136464523176096	0.715753780773	1.53812516090957e-35	0.108414141414141	chr15_24197787_I	0.422872340425532	0.928	0.940568475452196	0.137009980480834	9.99900009999e-5	65	chr15
chr15	24497882	24499275	1394	*	16	7	0.107238810138281	0.777259990516515	0.670021180378234	12.4938274204093	0.0484575535245087	NA	NA	NA	NA	NA	NA	RP11-580I1.2	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF	7.38916787178124e-20	1.14258327302936e-18	0.0163863088167426	0.144798303652131	0.127637726644152	1.14258327302942e-18	0.820849489795918	chr15_24235337_I_0	0.620253164556962	0.803571428571429	0.629482071713147	0.151083662444454	9.99900009999e-5	56	chr15
chr15	24520006	24520953	948	*	10	9	0.18889190637479	0.799120673042238	0.610228766667448	14.3381929705531	0.0318851974074219	NA	NA	NA	NA	NA	NA	RP11-580I1.2	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD115-48,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF	1.68298595304756e-40	7.92549128923107e-39	0.00477742296086192	0.182285644556034	0.684204625814737	7.92549128923232e-39	0.14070351758794	chr15_24297693_S	0.394594594594595	0.9	0.963302752293578	0.165607954121749	9.99900009999e-5	59	chr15
chr15	24545902	24546996	1095	*	13	9	0.156936410680786	0.809707945739784	0.652771535058998	12.6727027473233	0.0463978427171167	NA	NA	NA	NA	NA	NA	RP11-107D24.2	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD109B,SNORD115-48,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF	5.03728690679609e-17	1.52669762961036e-16	-0.0202944792174297	0.109541789338984	0.005656019639226	1.5266976296104e-16	0.148241206030151	chr15_24289518_S_2	0.33983286908078	0.839416058394161	0.834821428571429	0.129963629324831	9.99900009999e-5	51	chr15
chr15	24651382	24652474	1093	*	10	9	0.152758168450726	0.725169747808029	0.572411579357304	20.6572959189457	0.00849488682934501	NA	NA	NA	NA	NA	NA	PWRN3	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD109B,SNORD115-48,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF,UBE3A	1.13741825187824e-54	5.08810094055813e-52	0.0107070463733067	0.159432054603267	0.163652616395287	5.08810094055893e-52	0.189189393939394	chr15_24433495_I_1	0.402597402597403	1	0.923076923076923	0.153093644116347	9.99900009999e-5	68	chr15
chr15	24661232	24662839	1608	*	11	7	0.120764671439608	0.784600005395556	0.663835333955948	15.286924028777	0.0264687823987962	NA	NA	NA	NA	NA	NA	PWRN3	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD109B,SNORD115-48,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF,UBE3A	1.59453376765943e-41	1.0014991170995e-38	-0.0110444608710641	0.163296574135811	0.505832458337347	1.00149911709966e-38	0.0761071428571429	chr15_24458214_I_2	0.586319218241042	0.934210526315789	0.972972972972973	0.167509753337938	9.99900009999e-5	71	chr15
chr15	24671625	24672536	912	*	42	26	-0.219267778010811	0.252369727821834	0.471637505832645	36.918113356096796	3.63686812667494e-4	24426725	24427532	SNRPN	NA	NA	NA	PWRN3	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD109B,SNORD115-48,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF,UBE3A	5.51056002972709e-11	5.07114878676081e-10	0.0315609752440607	-0.152454661961758	0.115179417721227	5.07114878676069e-10	0.798859296482412	chr15_24426981_S_0	0.0547073791348601	0.136	0.00691244239631336	-0.266358578227565	9.99900009999e-5	49	known
chr15	24780849	24782543	1695	*	12	8	0.153637977561224	0.768832971987684	0.615194994426459	15.1775974436478	0.0270884230882789	NA	NA	NA	NA	NA	NA	PWRN1	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD109B,SNORD115-48,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF,UBE3A	1.23520613938038e-40	4.13210265275334e-39	0.0421779473544711	0.152570665844953	9.46820635381489e-6	4.13210265275351e-39	0.273874331550802	chr15_24554528_I_3	0.441860465116279	0.960526315789474	0.772151898734177	0.15796487797333	9.99900009999e-5	61	chr15
chr15	24796214	24797189	976	*	9	9	0.183037570718135	0.782003613795143	0.598966043077008	20.3661975751711	0.0088856274402748	NA	NA	NA	NA	NA	NA	PWRN1	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD109B,SNORD115-48,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF,UBE3A	1.74120698848001e-52	2.95381253069954e-50	0.00216353084317871	0.181791695308607	0.819738447691829	2.95381253070038e-50	0.221105527638191	chr15_24585905_S	0.383561643835616	0.981481481481482	0.931740614334471	0.214409497662024	9.99900009999e-5	51	chr15
chr15	24797976	24798761	786	*	9	7	0.183372069479315	0.786382944882138	0.603010875402823	19.7993960633224	0.00981393085182018	NA	NA	NA	NA	NA	NA	PWRN1	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD109B,SNORD115-48,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF,UBE3A	6.09616234216184e-63	2.87539486683255e-59	-0.0327440522731379	0.221266299244191	0.0352469252276602	2.87539486683255e-59	0.085427135678392	chr15_24511198_S	0.425925925925926	0.89908256880733906	0.88695652173913	0.239903384185583	9.99900009999e-5	42	chr15
chr15	24806593	24807786	1194	*	9	8	0.245832728138137	0.751791109645974	0.505958381507838	14.9017470636811	0.0286670144482103	NA	NA	NA	NA	NA	NA	PWRN1	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD109B,SNORD115-48,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF,UBE3A	2.7311500675987e-23	1.34900567716658e-21	-0.0024541055622819	0.195918556596438	0.87180640160841	1.34900567716664e-21	0.273874331550802	chr15_24554528_I_3	0.381909547738693	0.945945945945946	0.938202247191011	0.155542521994135	9.99900009999e-5	58	chr15
chr15	24811575	24812698	1124	*	15	11	0.117238265346964	0.785881341383469	0.668643076036505	19.704157306577	0.00999804131635197	NA	NA	NA	NA	NA	NA	PWRN1	MKRN3,NDN,PWAR1,PWAR5,PWAR6,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.8,SNHG14,SNORD116-18,SNORD116-4,SNORD116-5,SNRPN	IPW,MAGEL2,MKRN3,NDN,NPAP1,PWAR1,PWAR5,PWARSN,PWRN1,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD109B,SNORD115-48,SNORD115@,SNORD116-1,SNORD116@,SNRPN,SNURF,UBE3A	1.19514927387537e-36	6.9745982767591e-34	-0.0228599398111919	0.129573420011107	0.0110163553323319	6.97459827675839e-34	0.294643939393939	chr15_24581974_I_2	0.40432612312812	0.976744186046512	0.9	0.117307058852562	9.99900009999e-5	53	chr15
